id,razon_social,nit,sector,empleados,ingresos_estimados,ciudad,zona,fuente,notas,estado,fecha_creacion,_source_row,id_original,id_normalizado,id_normalization_rule,id_was_inferred,razon_social_original,razon_social_normalizado,razon_social_normalization_rule,razon_social_was_inferred,nit_original,nit_normalizado,nit_normalization_rule,nit_was_inferred,sector_original,sector_normalizado,sector_normalization_rule,sector_was_inferred,empleados_original,empleados_normalizado,empleados_normalization_rule,empleados_was_inferred,ingresos_estimados_original,ingresos_estimados_normalizado,ingresos_estimados_normalization_rule,ingresos_estimados_was_inferred,ciudad_original,ciudad_normalizado,ciudad_normalization_rule,ciudad_was_inferred,zona_original,zona_normalizada,zona_normalization_rule,zona_was_inferred,fuente_original,fuente_normalizado,fuente_normalization_rule,fuente_was_inferred,notas_original,notas_normalizado,notas_normalization_rule,notas_was_inferred,estado_original,estado_normalizado,estado_normalization_rule,estado_was_inferred,fecha_creacion_original,fecha_creacion_normalizado,fecha_creacion_normalization_rule,fecha_creacion_was_inferred
35,Soluciones Santa Bárbara S. en C.,999706984-2,Servicios profesionales,12,1158000000,Palmira,Occidente,evento,Ya lo contactamos en marzo y pidió que no insistiéramos.,nuevo,2026-09-09,36,35,35,trim_unicode_nfc,False,Soluciones Santa Bárbara S. en C.,Soluciones Santa Bárbara S. en C.,trim_unicode_nfc,False,999706984-2,9997069842,nit_remove_formatting,False,Servicios profesionales,servicios profesionales,trim_unicode_casefold,False,12,12,nonnegative_decimal,False,1158000000,1158000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Ya lo contactamos en marzo y pidió que no insistiéramos.,Ya lo contactamos en marzo y pidió que no insistiéramos.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-09,2026-09-09,iso_date,False
36,Transportes Zipaquirá S.A.,944551481-7,Inmobiliario,900,33600000000,Palmira,occidente,evento,,nuevo,2026-09-06,37,36,36,trim_unicode_nfc,False,Transportes Zipaquirá S.A.,Transportes Zipaquirá S.A.,trim_unicode_nfc,False,944551481-7,9445514817,nit_remove_formatting,False,Inmobiliario,inmobiliario,trim_unicode_casefold,False,900,900,nonnegative_decimal,False,33600000000,33600000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,,,missing,False,nuevo,nuevo,trim_casefold_status,False,2026-09-06,2026-09-06,iso_date,False
37,Textiles del Caribe S.A.S.,960154635-8,Minería,18,2005000000,Sincelejo,COSTA,referido,Llamar únicamente después de las 2 pm.,nuevo,2026-09-16,38,37,37,trim_unicode_nfc,False,Textiles del Caribe S.A.S.,Textiles del Caribe S.A.S.,trim_unicode_nfc,False,960154635-8,9601546358,nit_remove_formatting,False,Minería,minería,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,2005000000,2005000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Llamar únicamente después de las 2 pm.,Llamar únicamente después de las 2 pm.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-16,2026-09-16,iso_date,False
38,Industrias Tequendama S.A.S.,954434522-4,Minería,55,4619000000,Medellín,ANT,lista,,nuevo,2026-09-12,39,38,38,trim_unicode_nfc,False,Industrias Tequendama S.A.S.,Industrias Tequendama S.A.S.,trim_unicode_nfc,False,954434522-4,9544345224,nit_remove_formatting,False,Minería,minería,trim_unicode_casefold,False,55,55,nonnegative_decimal,False,4619000000,4619000000,nonnegative_decimal,False,Medellín,Medellín,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,nuevo,nuevo,trim_casefold_status,False,2026-09-12,2026-09-12,iso_date,False
39,Suministros Los Nevados Ltda.,975142262-2,Química,12,1875000000,Chía,Centro,lista,"Correo rebotado, el celular sí contesta.",nuevo,2026-09-05,40,39,39,trim_unicode_nfc,False,Suministros Los Nevados Ltda.,Suministros Los Nevados Ltda.,trim_unicode_nfc,False,975142262-2,9751422622,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,12,12,nonnegative_decimal,False,1875000000,1875000000,nonnegative_decimal,False,Chía,Chía,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
40,Soluciones Magdalena Ltda.,998188707-4,Agroindustria,55,5268000000,Soacha,Bogotá,campaña,Tiene contrato vigente con otro proveedor hasta diciembre.,nuevo,2026-09-15,41,40,40,trim_unicode_nfc,False,Soluciones Magdalena Ltda.,Soluciones Magdalena Ltda.,trim_unicode_nfc,False,998188707-4,9981887074,nit_remove_formatting,False,Agroindustria,agroindustria,trim_unicode_casefold,False,55,55,nonnegative_decimal,False,5268000000,5268000000,nonnegative_decimal,False,Soacha,Soacha,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Tiene contrato vigente con otro proveedor hasta diciembre.,Tiene contrato vigente con otro proveedor hasta diciembre.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-15,2026-09-15,iso_date,False
41,Manufacturas Andina S. en C.,993480440-3,Textil,260,6840000000,Montería,,lista,,nuevo,2026-09-05,42,41,41,trim_unicode_nfc,False,Manufacturas Andina S. en C.,Manufacturas Andina S. en C.,trim_unicode_nfc,False,993480440-3,9934804403,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,6840000000,6840000000,nonnegative_decimal,False,Montería,Montería,trim_unicode_nfc,False,,,missing,False,lista,lista,trim_unicode_casefold,False,,,missing,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
42,Soluciones Chicamocha S. en C.,960758557-1,Tecnología,55,2726000000,Bogotá,Bogotá,campaña,"Está comparando tres propuestas, decide este mes.",nuevo,2026-09-05,43,42,42,trim_unicode_nfc,False,Soluciones Chicamocha S. en C.,Soluciones Chicamocha S. en C.,trim_unicode_nfc,False,960758557-1,9607585571,nit_remove_formatting,False,Tecnología,tecnología,trim_unicode_casefold,False,55,55,nonnegative_decimal,False,2726000000,2726000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
43,Comercializadora La Esperanza S.A.S.,910726095-8,Hotelería,18,2220000000,Envigado,ANT,lista,"Correo rebotado, el celular sí contesta.",nuevo,2026-09-14,44,43,43,trim_unicode_nfc,False,Comercializadora La Esperanza S.A.S.,Comercializadora La Esperanza S.A.S.,trim_unicode_nfc,False,910726095-8,9107260958,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,2220000000,2220000000,nonnegative_decimal,False,Envigado,Envigado,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-14,2026-09-14,iso_date,False
44,Suministros Los Nevados S.A.S.,973492989-5,Textil,40,2364000000,Soacha,Centro,referido,"Empresa familiar, decide el dueño directamente.",nuevo,2026-09-16,45,44,44,trim_unicode_nfc,False,Suministros Los Nevados S.A.S.,Suministros Los Nevados S.A.S.,trim_unicode_nfc,False,973492989-5,9734929895,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,2364000000,2364000000,nonnegative_decimal,False,Soacha,Soacha,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-16,2026-09-16,iso_date,False
45,Manufacturas Cafetera S. en C.,929489132-8,Textil,80,7847000000,Itagüí,Antioquia,referido,"Está comparando tres propuestas, decide este mes.",nuevo,2026-09-07,46,45,45,trim_unicode_nfc,False,Manufacturas Cafetera S. en C.,Manufacturas Cafetera S. en C.,trim_unicode_nfc,False,929489132-8,9294891328,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,80,80,nonnegative_decimal,False,7847000000,7847000000,nonnegative_decimal,False,Itagüí,Itagüí,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-07,2026-09-07,iso_date,False
46,Textiles Orinoquía S.A.,997104794-5,Química,420,69979000000,Armenia,occidente,referido,Llamar únicamente después de las 2 pm.,nuevo,2026-09-04,47,46,46,trim_unicode_nfc,False,Textiles Orinoquía S.A.,Textiles Orinoquía S.A.,trim_unicode_nfc,False,997104794-5,9971047945,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,69979000000,69979000000,nonnegative_decimal,False,Armenia,Armenia,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Llamar únicamente después de las 2 pm.,Llamar únicamente después de las 2 pm.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-04,2026-09-04,iso_date,False
47,Soluciones Orinoquía S.A.S.,917891485-2,Textil,,2311000000,Cali,Occidente,lista,Insistió en hablar con alguien senior.,nuevo,2026-09-06,48,47,47,trim_unicode_nfc,False,Soluciones Orinoquía S.A.S.,Soluciones Orinoquía S.A.S.,trim_unicode_nfc,False,917891485-2,9178914852,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,,,missing,False,2311000000,2311000000,nonnegative_decimal,False,Cali,Cali,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-06,2026-09-06,iso_date,False
48,Comercializadora Magdalena S.A.S.,940451158-5,Metalmecánica,1400,32081000000,Medellín,ANT,evento,"Quiere propuesta para siete sedes, no para una.",nuevo,2026-09-06,49,48,48,trim_unicode_nfc,False,Comercializadora Magdalena S.A.S.,Comercializadora Magdalena S.A.S.,trim_unicode_nfc,False,940451158-5,9404511585,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,1400,1400,nonnegative_decimal,False,32081000000,32081000000,nonnegative_decimal,False,Medellín,Medellín,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-06,2026-09-06,iso_date,False
49,Servicios Zipaquirá S.A.,962551503-3,Educación,420,110602000000,Montería,costa,evento,"Quiere propuesta para siete sedes, no para una.",nuevo,2026-09-04,50,49,49,trim_unicode_nfc,False,Servicios Zipaquirá S.A.,Servicios Zipaquirá S.A.,trim_unicode_nfc,False,962551503-3,9625515033,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,110602000000,110602000000,nonnegative_decimal,False,Montería,Montería,trim_unicode_nfc,False,costa,Costa,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-04,2026-09-04,iso_date,False
50,Alimentos Girardot Ltda.,911791476-9,,650,19882000000,Barranquilla,Costa,campaña,"Está comparando tres propuestas, decide este mes.",nuevo,2026-09-12,51,50,50,trim_unicode_nfc,False,Alimentos Girardot Ltda.,Alimentos Girardot Ltda.,trim_unicode_nfc,False,911791476-9,9117914769,nit_remove_formatting,False,,,missing,False,650,650,nonnegative_decimal,False,19882000000,19882000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-12,2026-09-12,iso_date,False
51,Manufacturas Bolívar S.A.,937718386-9,Textil,1400,118662000000,Medellín,Antioquia,lista,,nuevo,2026-09-08,52,51,51,trim_unicode_nfc,False,Manufacturas Bolívar S.A.,Manufacturas Bolívar S.A.,trim_unicode_nfc,False,937718386-9,9377183869,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,1400,1400,nonnegative_decimal,False,118662000000,118662000000,nonnegative_decimal,False,Medellín,Medellín,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,nuevo,nuevo,trim_casefold_status,False,2026-09-08,2026-09-08,iso_date,False
52,Logística Sierra Nevada S.A.,936780718-6,Alimentos y bebidas,8,2132000000,Barranquilla,Costa,referido,"Correo rebotado, el celular sí contesta.",nuevo,2026-09-16,53,52,52,trim_unicode_nfc,False,Logística Sierra Nevada S.A.,Logística Sierra Nevada S.A.,trim_unicode_nfc,False,936780718-6,9367807186,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,2132000000,2132000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-16,2026-09-16,iso_date,False
53,Grupo Guadalupe S.A.S.,918106921-9,Construcción,12,1058000000,Chía,Bogotá,lista,"Dejó los datos en el stand de la feria, mostró poco interés.",nuevo,2026-09-27,54,53,53,trim_unicode_nfc,False,Grupo Guadalupe S.A.S.,Grupo Guadalupe S.A.S.,trim_unicode_nfc,False,918106921-9,9181069219,nit_remove_formatting,False,Construcción,construcción,trim_unicode_casefold,False,12,12,nonnegative_decimal,False,1058000000,1058000000,nonnegative_decimal,False,Chía,Chía,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Dejó los datos en el stand de la feria, mostró poco interés.","Dejó los datos en el stand de la feria, mostró poco interés.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-27,2026-09-27,iso_date,False
54,Logística Magdalena S.A.S.,900744936-6,Retail,25,1677000000,Cali,occidente,campaña,Lo refirió el gerente de una cuenta actual.,nuevo,2026-09-14,55,54,54,trim_unicode_nfc,False,Logística Magdalena S.A.S.,Logística Magdalena S.A.S.,trim_unicode_nfc,False,900744936-6,9007449366,nit_remove_formatting,False,Retail,retail,trim_unicode_casefold,False,25,25,nonnegative_decimal,False,1677000000,1677000000,nonnegative_decimal,False,Cali,Cali,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-14,2026-09-14,iso_date,False
55,Manufacturas Pacífico Sur S.A.,942230918-5,Hotelería,25,2225000000,Cúcuta,Bogotá,lista,,nuevo,2026-09-09,56,55,55,trim_unicode_nfc,False,Manufacturas Pacífico Sur S.A.,Manufacturas Pacífico Sur S.A.,trim_unicode_nfc,False,942230918-5,9422309185,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,25,25,nonnegative_decimal,False,2225000000,2225000000,nonnegative_decimal,False,Cúcuta,Cúcuta,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,nuevo,nuevo,trim_casefold_status,False,2026-09-09,2026-09-09,iso_date,False
56,Manufacturas Tequendama S. en C.,958904706-7,Minería,180,7464000000,Armenia,Occidente,lista,"Registro cargado desde base comprada, sin validar.",nuevo,2026-09-09,57,56,56,trim_unicode_nfc,False,Manufacturas Tequendama S. en C.,Manufacturas Tequendama S. en C.,trim_unicode_nfc,False,958904706-7,9589047067,nit_remove_formatting,False,Minería,minería,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,7464000000,7464000000,nonnegative_decimal,False,Armenia,Armenia,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-09,2026-09-09,iso_date,False
57,Manufacturas Caribe Azul S.A.S.,988578555-1,Química,18,410000000,Palmira,Occidente,web,"Está comparando tres propuestas, decide este mes.",nuevo,2026-09-05,58,57,57,trim_unicode_nfc,False,Manufacturas Caribe Azul S.A.S.,Manufacturas Caribe Azul S.A.S.,trim_unicode_nfc,False,988578555-1,9885785551,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,410000000,410000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
58,Distribuidora Magdalena S. en C.,924589561-0,Metalmecánica,40,1028000000,Barranquilla,Costa,referido,"Correo rebotado, el celular sí contesta.",Nuevo,2026-09-13,59,58,58,trim_unicode_nfc,False,Distribuidora Magdalena S. en C.,Distribuidora Magdalena S. en C.,trim_unicode_nfc,False,924589561-0,9245895610,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,1028000000,1028000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,Nuevo,nuevo,trim_casefold_status,False,2026-09-13,2026-09-13,iso_date,False
59,Servicios San Rafael S.A.,966071620-3,Tecnología,,822000000,Tunja,CENTRO,lista,"Está comparando tres propuestas, decide este mes.",nuevo,2026-09-05,60,59,59,trim_unicode_nfc,False,Servicios San Rafael S.A.,Servicios San Rafael S.A.,trim_unicode_nfc,False,966071620-3,9660716203,nit_remove_formatting,False,Tecnología,tecnología,trim_unicode_casefold,False,,,missing,False,822000000,822000000,nonnegative_decimal,False,Tunja,Tunja,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
60,Servicios Chicamocha S. en C.,950221501-0,Retail,80,16736000000,Sincelejo,COSTA,evento,Tiene contrato vigente con otro proveedor hasta diciembre.,nuevo,2026-09-07,61,60,60,trim_unicode_nfc,False,Servicios Chicamocha S. en C.,Servicios Chicamocha S. en C.,trim_unicode_nfc,False,950221501-0,9502215010,nit_remove_formatting,False,Retail,retail,trim_unicode_casefold,False,80,80,nonnegative_decimal,False,16736000000,16736000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Tiene contrato vigente con otro proveedor hasta diciembre.,Tiene contrato vigente con otro proveedor hasta diciembre.,trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-07,2026-09-07,iso_date,False
61,Suministros Los Nevados S. en C.,992413219-3,Educación,120,11217000000,Cúcuta,Centro,referido,,nuevo,2026-09-04,62,61,61,trim_unicode_nfc,False,Suministros Los Nevados S. en C.,Suministros Los Nevados S. en C.,trim_unicode_nfc,False,992413219-3,9924132193,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,120,120,nonnegative_decimal,False,11217000000,11217000000,nonnegative_decimal,False,Cúcuta,Cúcuta,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,,,missing,False,nuevo,nuevo,trim_casefold_status,False,2026-09-04,2026-09-04,iso_date,False
62,Textiles Pacífico Sur S. en C.,907894352-8,Manufactura,260,11667000000,Tunja,,evento,"Dejó los datos en el stand de la feria, mostró poco interés.",nuevo,2026-09-05,63,62,62,trim_unicode_nfc,False,Textiles Pacífico Sur S. en C.,Textiles Pacífico Sur S. en C.,trim_unicode_nfc,False,907894352-8,9078943528,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,11667000000,11667000000,nonnegative_decimal,False,Tunja,Tunja,trim_unicode_nfc,False,,,missing,False,evento,evento,trim_unicode_casefold,False,"Dejó los datos en el stand de la feria, mostró poco interés.","Dejó los datos en el stand de la feria, mostró poco interés.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
63,Constructora Cafetera S.A.S.,929911100-3,Manufactura,8,1117000000,Armenia,Occidente,referido,"Registro cargado desde base comprada, sin validar.",nuevo,2026-09-08,64,63,63,trim_unicode_nfc,False,Constructora Cafetera S.A.S.,Constructora Cafetera S.A.S.,trim_unicode_nfc,False,929911100-3,9299111003,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,1117000000,1117000000,nonnegative_decimal,False,Armenia,Armenia,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-08,2026-09-08,iso_date,False
64,Alimentos Monserrate S.A.S.,965112478-7,Retail,420,36756000000,Bogotá,CENTRO,referido,"Quiere propuesta para siete sedes, no para una.",nuevo,2026-09-14,65,64,64,trim_unicode_nfc,False,Alimentos Monserrate S.A.S.,Alimentos Monserrate S.A.S.,trim_unicode_nfc,False,965112478-7,9651124787,nit_remove_formatting,False,Retail,retail,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,36756000000,36756000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-14,2026-09-14,iso_date,False
65,Distribuidora Los Nevados S.A.,921189136-5,Salud,40,1233000000,Palmira,occidente,lista,"Está comparando tres propuestas, decide este mes.",nuevo,2026-09-15,66,65,65,trim_unicode_nfc,False,Distribuidora Los Nevados S.A.,Distribuidora Los Nevados S.A.,trim_unicode_nfc,False,921189136-5,9211891365,nit_remove_formatting,False,Salud,salud,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,1233000000,1233000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-15,2026-09-15,iso_date,False
66,Agropecuaria Caribe Azul Ltda.,900087755-4,Transporte y logística,900,108226000000,Medellín,ANT,evento,"Empresa familiar, decide el dueño directamente.",nuevo,2026-09-08,67,66,66,trim_unicode_nfc,False,Agropecuaria Caribe Azul Ltda.,Agropecuaria Caribe Azul Ltda.,trim_unicode_nfc,False,900087755-4,9000877554,nit_remove_formatting,False,Transporte y logística,transporte y logística,trim_unicode_casefold,False,900,900,nonnegative_decimal,False,108226000000,108226000000,nonnegative_decimal,False,Medellín,Medellín,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-08,2026-09-08,iso_date,False
67,Manufacturas Las Palmas S. en C.,986349204-7,Retail,1400,,Cali,Occidente,lista,"Dejó los datos en el stand de la feria, mostró poco interés.",nuevo,2026-09-05,68,67,67,trim_unicode_nfc,False,Manufacturas Las Palmas S. en C.,Manufacturas Las Palmas S. en C.,trim_unicode_nfc,False,986349204-7,9863492047,nit_remove_formatting,False,Retail,retail,trim_unicode_casefold,False,1400,1400,nonnegative_decimal,False,,,missing,False,Cali,Cali,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Dejó los datos en el stand de la feria, mostró poco interés.","Dejó los datos en el stand de la feria, mostró poco interés.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
68,Distribuidora Girardot Ltda.,912179203-3,Alimentos y bebidas,650,64125000000,Bogotá,CENTRO,evento,"Registro cargado desde base comprada, sin validar.",nuevo,2026-09-04,69,68,68,trim_unicode_nfc,False,Distribuidora Girardot Ltda.,Distribuidora Girardot Ltda.,trim_unicode_nfc,False,912179203-3,9121792033,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,650,650,nonnegative_decimal,False,64125000000,64125000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,nuevo,nuevo,trim_casefold_status,False,2026-09-04,2026-09-04,iso_date,False
69,Industrias Antares S.A.S.,928837419-1,Textil,900,25713000000,Barranquilla,COSTA,evento,"Registro cargado desde base comprada, sin validar.",en_gestion,2026-07-18,70,69,69,trim_unicode_nfc,False,Industrias Antares S.A.S.,Industrias Antares S.A.S.,trim_unicode_nfc,False,928837419-1,9288374191,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,900,900,nonnegative_decimal,False,25713000000,25713000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-18,2026-07-18,iso_date,False
